Group,Excellent ratio,Good ratio,Pass ratio,Fail ratio
81,0.13838184,0.37082154,0.34652385,0.14427277
82,0.16613045,0.37615883,0.3035432,0.15416752
83,0.15272842,0.4058885,0.28950995,0.15187311
84,0.21562791,0.28232932,0.3472889,0.15475388
85,0.17223729,0.3813276,0.3004952,0.1459399
86,0.10893076,0.42525506,0.28452346,0.18129072
87,0.15183812,0.41917574,0.2709592,0.15802696
88,0.12078085,0.43688726,0.27585718,0.16647471
89,0.1301894,0.4134536,0.29741737,0.15893961
90,0.10518791,0.45947525,0.26077726,0.17455958
91,0.14532942,0.39078116,0.3071193,0.1567701
92,0.108488515,0.48310295,0.27120212,0.13720644
93,0.122584626,0.4242529,0.28703117,0.16613132
94,0.12436638,0.47338614,0.2508233,0.15142417
95,0.15087904,0.3947956,0.30105463,0.15327072
96,0.15089728,0.3961064,0.29823127,0.15476507
97,0.16234045,0.35718182,0.32387617,0.15660156
98,0.13668132,0.4205383,0.2912506,0.1515298
99,0.15459433,0.40952706,0.27923328,0.15664537
100,0.16050121,0.36999014,0.31364417,0.15586449
101,0.12859738,0.40092993,0.30864874,0.16182396
102,0.19453588,0.35849157,0.2892476,0.15772496
103,0.13992243,0.43086612,0.27644092,0.15277053
104,0.17857693,0.35521805,0.2960848,0.17012024
105,0.16231556,0.3611101,0.30931073,0.1672636
106,0.2010365,0.2192115,0.42214036,0.15761164
107,0.15628685,0.39722404,0.28658774,0.15990137
108,0.12818255,0.40981317,0.2938063,0.16819797
109,0.13419227,0.41063946,0.29470897,0.1604593
110,0.16492276,0.39409146,0.27797508,0.1630107
111,0.13938034,0.40819153,0.28653967,0.16588846
112,0.098146476,0.44894847,0.31707928,0.1358258
113,0.16703759,0.38748834,0.29324248,0.1522316
114,0.10568854,0.47731155,0.23213011,0.1848698
115,0.15075149,0.3596965,0.33112168,0.15843031
116,0.17951377,0.25011978,0.41969526,0.1506712
117,0.14672597,0.41725105,0.28120336,0.15481962
118,0.23997797,0.21047205,0.39908335,0.15046665
119,0.16433468,0.37698036,0.30610922,0.15257578
